timestamp_utc,satellite_id,mission_success_prob,bio_impact_telemetry,command_issued,integrity_hash
2026-03-28 00:00:00.000,STARSHIELD-ALPHA-01,0.8123620356542087,0.07872710405548843,1,181532342521987040
2026-03-28 00:00:00.001,STARSHIELD-ALPHA-01,0.9852142919229748,0.09468713187500429,1,218333661096473760
2026-03-28 00:00:00.002,STARSHIELD-ALPHA-01,0.9195981825434215,0.17090947864043607,0,394090426531406656
2026-03-28 00:00:00.003,STARSHIELD-ALPHA-01,0.8795975452591109,0.06800087721197844,1,156799347339639264
2026-03-28 00:00:00.004,STARSHIELD-ALPHA-01,0.7468055921327309,0.17392993696243428,0,401055129237807552
2026-03-28 00:00:00.005,STARSHIELD-ALPHA-01,0.7467983561008608,0.0176268861953383,1,40644832307726184
2026-03-28 00:00:00.006,STARSHIELD-ALPHA-01,0.7174250836504598,0.15535968744172615,0,358235049201128768
2026-03-28 00:00:00.007,STARSHIELD-ALPHA-01,0.9598528437324805,0.1695095266109473,0,390862356930975424
2026-03-28 00:00:00.008,STARSHIELD-ALPHA-01,0.8803345035229626,0.03636353056746775,1,83848592749323984
2026-03-28 00:00:00.009,STARSHIELD-ALPHA-01,0.9124217733388136,0.0860693064744401,1,198462308641958624
2026-03-28 00:00:00.010,STARSHIELD-ALPHA-01,0.7061753482887407,0.03309995493273112,1,76323299686926384
2026-03-28 00:00:00.011,STARSHIELD-ALPHA-01,0.9909729556485982,0.14132082579884356,0,325863638224569664
2026-03-28 00:00:00.012,STARSHIELD-ALPHA-01,0.9497327922401265,0.10706955361233135,0,246885581696625056
2026-03-28 00:00:00.013,STARSHIELD-ALPHA-01,0.7637017332034828,0.12706466934166422,0,292991179519526016
2026-03-28 00:00:00.014,STARSHIELD-ALPHA-01,0.7545474901621302,0.03929739339124223,1,90613619831516320
2026-03-28 00:00:00.015,STARSHIELD-ALPHA-01,0.7550213529560301,0.04234917241048391,1,97650543148699760
2026-03-28 00:00:00.016,STARSHIELD-ALPHA-01,0.7912726728878613,0.008299465101981275,1,19137263585616540
2026-03-28 00:00:00.017,STARSHIELD-ALPHA-01,0.8574269294896714,0.06441350703914595,1,148527434905151744
2026-03-28 00:00:00.018,STARSHIELD-ALPHA-01,0.8295835055926347,0.111948932266735,0,258136662856188224
2026-03-28 00:00:00.019,STARSHIELD-ALPHA-01,0.7873687420594125,0.17158698279946577,0,395652644760218496
2026-03-28 00:00:00.020,STARSHIELD-ALPHA-01,0.8835558684167139,0.13338548949173615,0,307565998475066432
2026-03-28 00:00:00.021,STARSHIELD-ALPHA-01,0.7418481581956126,0.0870792646799503,1,200791113709732320
2026-03-28 00:00:00.022,STARSHIELD-ALPHA-01,0.7876433945605654,0.19062402287882757,0,439549070543335808
2026-03-28 00:00:00.023,STARSHIELD-ALPHA-01,0.8099085529881075,0.1438490401151664,0,331693303531656640
2026-03-28 00:00:00.024,STARSHIELD-ALPHA-01,0.8368209952651108,0.18603304057251002,0,428962986086889728
2026-03-28 00:00:00.025,STARSHIELD-ALPHA-01,0.935552788417904,0.10551759465443314,0,243307007982968896
2026-03-28 00:00:00.026,STARSHIELD-ALPHA-01,0.7599021346475079,0.05178085495862792,1,119398522417460432
2026-03-28 00:00:00.027,STARSHIELD-ALPHA-01,0.8542703315240835,0.010565337272944397,1,24362009090803712
2026-03-28 00:00:00.028,STARSHIELD-ALPHA-01,0.8777243706586128,0.1452169702967701,0,334847535778000000
2026-03-28 00:00:00.029,STARSHIELD-ALPHA-01,0.7139351238159993,0.024260599601106825,1,55941133989544704
2026-03-28 00:00:00.030,STARSHIELD-ALPHA-01,0.8822634555704315,0.06055502565439344,1,139630382577939008
2026-03-28 00:00:00.031,STARSHIELD-ALPHA-01,0.7511572371061874,0.10649418157677948,0,245558864110750720
2026-03-28 00:00:00.032,STARSHIELD-ALPHA-01,0.7195154778955838,0.11288331755594955,0,260291208643235712
2026-03-28 00:00:00.033,STARSHIELD-ALPHA-01,0.984665661176,0.12011663939742721,0,276970113244799712
2026-03-28 00:00:00.034,STARSHIELD-ALPHA-01,0.9896896099223678,0.033251066069940126,1,76671738246274096
2026-03-28 00:00:00.035,STARSHIELD-ALPHA-01,0.9425192044349383,0.07594748096432975,1,175122968048989856
2026-03-28 00:00:00.036,STARSHIELD-ALPHA-01,0.7913841307520112,0.12343884542339334,0,284630598784941312
2026-03-28 00:00:00.037,STARSHIELD-ALPHA-01,0.7293016342019151,0.19396377292675696,0,447250009843874880
2026-03-28 00:00:00.038,STARSHIELD-ALPHA-01,0.905269907953647,0.14552622753993774,0,335560634430206784
2026-03-28 00:00:00.039,STARSHIELD-ALPHA-01,0.8320457481218804,0.18452075141879157,0,425475884713878336
2026-03-28 00:00:00.040,STARSHIELD-ALPHA-01,0.7366114704534336,0.15244241166283543,0,351508269240425152
2026-03-28 00:00:00.041,STARSHIELD-ALPHA-01,0.848553073033381,0.11834339377848009,0,272881287230731680
2026-03-28 00:00:00.042,STARSHIELD-ALPHA-01,0.7103165563345655,0.03840467382726891,1,88555148665740144
2026-03-28 00:00:00.043,STARSHIELD-ALPHA-01,0.9727961206236346,0.13333713037850262,0,307454489951885120
2026-03-28 00:00:00.044,STARSHIELD-ALPHA-01,0.777633994480005,0.12467591319198142,0,287483082851063712
2026-03-28 00:00:00.045,STARSHIELD-ALPHA-01,0.8987566853061946,0.1204938340914533,0,277839864993132256
2026-03-28 00:00:00.046,STARSHIELD-ALPHA-01,0.7935133228268233,0.09795717359764816,1,225873863942469248
2026-03-28 00:00:00.047,STARSHIELD-ALPHA-01,0.8560204063533432,0.10573132079785513,0,243799826916664704
2026-03-28 00:00:00.048,STARSHIELD-ALPHA-01,0.8640130838029838,0.06688850542362082,1,154234392627808320
2026-03-28 00:00:00.049,STARSHIELD-ALPHA-01,0.7554563366576581,0.10386253852846064,0,239490708385038912
2026-03-28 00:00:00.050,STARSHIELD-ALPHA-01,0.9908753883293675,0.039511181135695655,1,91106580807519808
2026-03-28 00:00:00.051,STARSHIELD-ALPHA-01,0.9325398470083344,0.16103487947207537,0,371321151070254784
2026-03-28 00:00:00.052,STARSHIELD-ALPHA-01,0.9818496824692567,0.037155390939741566,1,85674498453004912
2026-03-28 00:00:00.053,STARSHIELD-ALPHA-01,0.9684482051282947,0.016993257977893285,1,39183785112090064
2026-03-28 00:00:00.054,STARSHIELD-ALPHA-01,0.8793699936433255,0.08724920527143148,1,201182970034580864
2026-03-28 00:00:00.055,STARSHIELD-ALPHA-01,0.976562270506935,0.13166148790121238,0,303590721459683904
2026-03-28 00:00:00.056,STARSHIELD-ALPHA-01,0.7265477506155759,0.08754336498670828,1,201861256157644160
2026-03-28 00:00:00.057,STARSHIELD-ALPHA-01,0.7587948587257435,0.055350826390261725,1,127630316086185840
2026-03-28 00:00:00.058,STARSHIELD-ALPHA-01,0.7135681866731614,0.11163423677808815,0,257411024463660800
